product,product_link,image_link,brand,likes,gender,main_category,sub_category
슈퍼벤틸레이션 우먼스 스탠넥 자켓 스위트콘(UP122SJK13),https://www.musinsa.com/products/3832074,https://image.msscdn.net/thumbnails/images/goods_img/20240130/3832074/3832074_17310350291862_big.jpg?w=780,엄브로,785,여성,상의,긴소매 티셔츠
ASI 에센셜 코튼 헨리넥 티셔츠_피그먼트 올리브,https://www.musinsa.com/products/4852646,https://image.msscdn.net/thumbnails/images/goods_img/20250304/4852646/4852646_17410669614691_big.jpg?w=780,디미트리블랙,468,공용,상의,긴소매 티셔츠
STRIPE OVERSIZED RELAX TEE 002 _ DARK GREEN,https://www.musinsa.com/products/3124281,https://image.msscdn.net/thumbnails/images/goods_img/20230306/3124281/3124281_16789544991963_big.jpg?w=780,프리즘웍스,566,남성,상의,긴소매 티셔츠
워크샵 콤비네이션 래글런 롱 슬리브 차콜,https://www.musinsa.com/products/3437830,https://image.msscdn.net/thumbnails/images/goods_img/20230801/3437830/3437830_16915691018148_big.jpg?w=780,트래블,6.1천,공용,상의,긴소매 티셔츠
레인저 바람막이 웜업 자켓 그레이 카키(UP121CJK11),https://www.musinsa.com/products/3764096,https://image.msscdn.net/thumbnails/images/goods_img/20231221/3764096/3764096_17310331238257_big.jpg?w=780,엄브로,1.1천,공용,상의,긴소매 티셔츠
셔링 포인트 오프 레이어드 티셔츠_크림,https://www.musinsa.com/products/4766699,https://image.msscdn.net/thumbnails/images/goods_img/20250207/4766699/4766699_17394071748493_big.jpg?w=780,라이크더모스트,3.6천,여성,상의,긴소매 티셔츠
Pin Stripe Long Sleeve Bark,https://www.musinsa.com/products/4741692,https://image.msscdn.net/thumbnails/images/goods_img/20250123/4741692/4741692_17416921542082_big.jpg?w=780,러프사이드,455,남성,상의,긴소매 티셔츠
DTG 베트남베어 오버핏 피그먼트 레이어드 티셔츠 차콜,https://www.musinsa.com/products/4802987,https://image.msscdn.net/thumbnails/images/goods_img/20250219/4802987/4802987_17399260724861_big.jpg?w=780,리브레너,534,공용,상의,긴소매 티셔츠
페인트쿨링 피그먼트 긴팔 브라운 BJLT4647,https://www.musinsa.com/products/4382059,https://image.msscdn.net/thumbnails/images/goods_img/20240829/4382059/4382059_17248930840966_big.jpg?w=780,퍼스텝,1.2천,남성,상의,긴소매 티셔츠
수페리어 피그먼트 롱 슬리브 크림,https://www.musinsa.com/products/3825616,https://image.msscdn.net/thumbnails/images/goods_img/20240126/3825616/3825616_17073572477866_big.jpg?w=780,트래블,4.6천,공용,상의,긴소매 티셔츠
시그니처 로고 클래식 긴팔티-화이트,https://www.musinsa.com/products/2074910,https://image.msscdn.net/thumbnails/images/goods_img/20210820/2074910/2074910_16796260551588_big.jpg?w=780,슈퍼서브,4.4천,공용,상의,긴소매 티셔츠
무드먼트 피그먼트 롱슬리브,https://www.musinsa.com/products/3831448,https://image.msscdn.net/thumbnails/images/goods_img/20240130/3831448/3831448_17072897061319_big.jpg?w=780,벤힛,1.9만,남성,상의,긴소매 티셔츠
93 그래픽 트랙 롱슬리브_오트베이지,https://www.musinsa.com/products/4258986,https://image.msscdn.net/thumbnails/images/goods_img/20240718/4258986/4258986_17246337470536_big.jpg?w=780,1993스튜디오,6.6천,공용,상의,긴소매 티셔츠
골지 더블 레이어드 홀터넥 슬림 롱 슬리브리스 긴소매 티셔츠 [그레이],https://www.musinsa.com/products/4573789,https://image.msscdn.net/thumbnails/images/goods_img/20241030/4573789/4573789_17306847254764_big.jpg?w=780,플레이스 스튜디오,2.0만,여성,상의,긴소매 티셔츠
로고 커브드 라인 래글런 배색 롱슬리브 오버핏 티셔츠[와인],https://www.musinsa.com/products/4768502,https://image.msscdn.net/thumbnails/images/goods_img/20250207/4768502/4768502_17394959757098_big.jpg?w=780,썸플레이스,3.7천,여성,상의,긴소매 티셔츠
올드 스트라이프 롱 슬리브 카키 브라운,https://www.musinsa.com/products/4966659,https://image.msscdn.net/thumbnails/images/goods_img/20250331/4966659/4966659_17434044575864_big.jpg?w=780,파르티멘토,946,남성,상의,긴소매 티셔츠
워크샵 콤비네이션 래글런 롱 슬리브 화이트,https://www.musinsa.com/products/3437837,https://image.msscdn.net/thumbnails/images/goods_img/20230801/3437837/3437837_16915690280302_big.jpg?w=780,트래블,1.3만,공용,상의,긴소매 티셔츠
MRT 레글런 롱슬리브,https://www.musinsa.com/products/3813685,https://image.msscdn.net/thumbnails/images/goods_img/20240122/3813685/3813685_17072150372042_big.jpg?w=780,벤힛,1.5만,공용,상의,긴소매 티셔츠
SNOW GLOBE LONG SLV TEE white,https://www.musinsa.com/products/4283394,https://image.msscdn.net/thumbnails/images/goods_img/20240730/4283394/4283394_17223254140848_big.jpg?w=780,엘엠씨,577,공용,상의,긴소매 티셔츠
로고 커브드 라인 래글런 배색 롱슬리브 오버핏 티셔츠[네이비],https://www.musinsa.com/products/4768505,https://image.msscdn.net/thumbnails/images/goods_img/20250207/4768505/4768505_17394962785325_big.jpg?w=780,썸플레이스,1.1천,여성,상의,긴소매 티셔츠
VSW Text Graphic Long Sleeve Warm Gray,https://www.musinsa.com/products/3764428,https://image.msscdn.net/thumbnails/images/goods_img/20231221/3764428/3764428_17035575486476_big.jpg?w=780,비전스트릿웨어,8.3천,공용,상의,긴소매 티셔츠
NOTHING WILL WORKS 롱슬리브 (SLS014) 화이트,https://www.musinsa.com/products/4337999,https://image.msscdn.net/thumbnails/images/goods_img/20240816/4337999/4337999_17237925207261_big.jpg?w=780,셔터,3.4천,남성,상의,긴소매 티셔츠
보드 트릭 긴팔티 - 오프화이트,https://www.musinsa.com/products/4287834,https://image.msscdn.net/thumbnails/images/goods_img/20240801/4287834/4287834_17242242990679_big.jpg?w=780,슈퍼서브,2.8천,공용,상의,긴소매 티셔츠
레이어링 스트라이프 롱슬리브 티셔츠_블랙&화이트,https://www.musinsa.com/products/2723199,https://image.msscdn.net/thumbnails/images/goods_img/20220817/2723199/2723199_17171317730603_big.png?w=780,디미트리블랙,2.3만,공용,상의,긴소매 티셔츠
set t [dark grey],https://www.musinsa.com/products/4385934,https://image.msscdn.net/thumbnails/images/goods_img/20240829/4385934/4385934_17249206969220_big.jpg?w=780,미드나잇 무브,852,여성,상의,긴소매 티셔츠
B. 오버핏 피그먼트 시보리 긴팔티 ( 4Color ),https://www.musinsa.com/products/4467093,https://image.msscdn.net/thumbnails/images/goods_img/20240926/4467093/4467093_17301820485089_big.jpg?w=780,브렌슨,796,공용,상의,긴소매 티셔츠
APR8 Cat Artwork L/S Tee,https://www.musinsa.com/products/4753376,https://image.msscdn.net/thumbnails/images/goods_img/20250203/4753376/4753376_17385932107399_big.jpg?w=780,에이프릴에잇,528,공용,상의,긴소매 티셔츠
BALANCE TYPO 롱슬리브 (VLS0074) 블랙,https://www.musinsa.com/products/4306628,https://image.msscdn.net/thumbnails/images/goods_img/20240807/4306628/4306628_17393279696253_big.jpg?w=780,밴웍스,6.1천,공용,상의,긴소매 티셔츠
JUNJI ITO MANIAC TOMIE BIG BIG L/S TEE_IVORY(NG2FSUM443B),https://www.musinsa.com/products/4844540,https://image.msscdn.net/thumbnails/images/goods_img/20250227/4844540/4844540_17407293079704_big.jpg?w=780,나이스고스트클럽,1.1천,남성,상의,긴소매 티셔츠
피케 스트라이프 롱슬리브_BLACK,https://www.musinsa.com/products/1323883,https://image.msscdn.net/thumbnails/images/goods_img/20200226/1323883/1323883_17102447139154_big.jpg?w=780,블랭크룸,3.7천,남성,상의,긴소매 티셔츠
프로젝트 래글런 롱 슬리브 라이트 베이지,https://www.musinsa.com/products/3399740,https://image.msscdn.net/thumbnails/images/goods_img/20230707/3399740/3399740_16897561852436_big.jpg?w=780,트래블,7.0천,공용,상의,긴소매 티셔츠
데이오프 롱슬리브 화이트_LT528,https://www.musinsa.com/products/3529913,https://image.msscdn.net/thumbnails/images/goods_img/20230905/3529913/3529913_16939036148255_big.jpg?w=780,어반디타입,1.4만,남성,상의,긴소매 티셔츠
우먼 베이직 버튼 긴팔 티셔츠 화이트,https://www.musinsa.com/products/4271602,https://image.msscdn.net/thumbnails/images/goods_img/20240724/4271602/4271602_17222418310972_big.jpg?w=780,리,598,여성,상의,긴소매 티셔츠
멀티 스트라이프 칼라 롱 슬리브 네이비,https://www.musinsa.com/products/4853373,https://image.msscdn.net/thumbnails/images/goods_img/20250304/4853373/4853373_17425250389844_big.jpg?w=780,파르티멘토,692,남성,상의,긴소매 티셔츠
[무료반품] 베리클로즈 래글런 오버핏 롱 슬리브 - SAND BEIGE/BLACK,https://www.musinsa.com/products/3518786,https://image.msscdn.net/thumbnails/images/goods_img/20230831/3518786/3518786_17315689542290_big.jpg?w=780,오드스튜디오,2.1만,공용,상의,긴소매 티셔츠
LIGHTNING SKELETON LS TEE BLACK(CV2ESUT553A),https://www.musinsa.com/products/3779344,https://image.msscdn.net/thumbnails/images/goods_img/20240105/3779344/3779344_17048787250957_big.jpg?w=780,카비시,2.6천,공용,상의,긴소매 티셔츠
헤비 코튼 헨리넥 니트 (4COLOR),https://www.musinsa.com/products/4699576,https://image.msscdn.net/thumbnails/images/goods_img/20250106/4699576/4699576_17386670259444_big.jpg?w=780,파브레가,3.5천,남성,상의,긴소매 티셔츠
(SS24) That Pocket L/S Tee Charcoal,https://www.musinsa.com/products/3863972,https://image.msscdn.net/thumbnails/images/goods_img/20240213/3863972/3863972_17078144319485_big.jpg?w=780,디스이즈네버댓,918,공용,상의,긴소매 티셔츠
Weather emoticon 롱슬리브 (DIS002)화이트,https://www.musinsa.com/products/4290713,https://image.msscdn.net/thumbnails/images/goods_img/20240801/4290713/4290713_17225060856301_big.jpg?w=780,우즈,4.4천,남성,상의,긴소매 티셔츠
WIND TECH MOCK NECK LONG SLEEVE [BLACK],https://www.musinsa.com/products/4909530,https://image.msscdn.net/thumbnails/images/goods_img/20250318/4909530/4909530_17430630224536_big.jpg?w=780,본투윈,30,남성,상의,긴소매 티셔츠
셔링 포인트 오프 레이어드 티셔츠_소라,https://www.musinsa.com/products/4766698,https://image.msscdn.net/thumbnails/images/goods_img/20250207/4766698/4766698_17394071271073_big.jpg?w=780,라이크더모스트,2.5천,여성,상의,긴소매 티셔츠
오프숄더 레이어드 셔링 티셔츠 [WHITE],https://www.musinsa.com/products/4314177,https://image.msscdn.net/thumbnails/images/goods_img/20240809/4314177/4314177_17240342109967_big.jpg?w=780,오디너리홀리데이,7.9천,여성,상의,긴소매 티셔츠
[SET] Handmade Twisted Layered Long Sleeve (FL-138_Gray),https://www.musinsa.com/products/4535293,https://image.msscdn.net/thumbnails/images/goods_img/20241018/4535293/4535293_17292383518621_big.jpg?w=780,플레어업,1.7천,여성,상의,긴소매 티셔츠
Star Jacquard L/S Tee Pale Yellow,https://www.musinsa.com/products/3863964,https://image.msscdn.net/thumbnails/images/goods_img/20240213/3863964/3863964_17078146614546_big.jpg?w=780,디스이즈네버댓,603,공용,상의,긴소매 티셔츠
린넨 울 블렌드 롱 슬리브 헨리 (오트밀),https://www.musinsa.com/products/4790439,https://image.msscdn.net/thumbnails/images/goods_img/20250214/4790439/4790439_17395135551611_big.jpg?w=780,쿠어,304,남성,상의,긴소매 티셔츠
피그먼트 절개 라운드 롱 슬리브 티셔츠 7 COLOR COOSTS251,https://www.musinsa.com/products/3858336,https://image.msscdn.net/thumbnails/images/goods_img/20240208/3858336/3858336_17415680628932_big.jpg?w=780,커스텀어클락,5.6천,공용,상의,긴소매 티셔츠
MOTORCYCLE BLUE BOY BIG BIG L/S TEE_WHITE(NG2EFUT554A),https://www.musinsa.com/products/4324758,https://image.msscdn.net/thumbnails/images/goods_img/20240813/4324758/4324758_17237785035653_big.jpg?w=780,나이스고스트클럽,5.7천,공용,상의,긴소매 티셔츠
FEAR CAT 래글런 롱 슬리브(SNSSTD-0109),https://www.musinsa.com/products/4331118,https://image.msscdn.net/thumbnails/images/goods_img/20240814/4331118/4331118_17237723607216_big.jpg?w=780,1989스탠다드,2.1천,남성,상의,긴소매 티셔츠
여성) 포인텔 가디건_MSF2TC2053,https://www.musinsa.com/products/4852179,https://image.msscdn.net/thumbnails/images/goods_img/20250304/4852179/4852179_17410578895184_big.jpg?w=780,탑텐,883,여성,상의,긴소매 티셔츠
바인즈 레이어드 롱 슬리브-3Color,https://www.musinsa.com/products/4253146,https://image.msscdn.net/thumbnails/images/goods_img/20240716/4253146/4253146_17258511292575_big.jpg?w=780,필루미네이트,2.0천,공용,상의,긴소매 티셔츠
도트 원숄더 리본 롱슬리브_블랙,https://www.musinsa.com/products/4781363,https://image.msscdn.net/thumbnails/images/goods_img/20250212/4781363/4781363_17440865770167_big.jpg?w=780,하이스쿨디스코,1.9천,여성,상의,긴소매 티셔츠
Broken Brick L/S White,https://www.musinsa.com/products/3928935,https://image.msscdn.net/thumbnails/images/goods_img/20240306/3928935/3928935_17101425610471_big.jpg?w=780,예스아이씨,1.1천,공용,상의,긴소매 티셔츠
블록코어 사이드테잎 피스테 레드(UP121CWT20),https://www.musinsa.com/products/3855653,https://image.msscdn.net/thumbnails/images/goods_img/20240207/3855653/3855653_17310354056120_big.jpg?w=780,엄브로,589,공용,상의,긴소매 티셔츠
로고 커브드 라인 래글런 배색 롱슬리브 오버핏 티셔츠[그린],https://www.musinsa.com/products/4768504,https://image.msscdn.net/thumbnails/images/goods_img/20250207/4768504/4768504_17394961806209_big.jpg?w=780,썸플레이스,935,여성,상의,긴소매 티셔츠
에일리언 그래픽 오버핏 롱슬리브 티셔츠 화이트,https://www.musinsa.com/products/4325278,https://image.msscdn.net/thumbnails/images/goods_img/20240813/4325278/4325278_17244055378100_big.jpg?w=780,후드후드,6.2천,공용,상의,긴소매 티셔츠
[무료반품] 하링 시그니처 로고 스냅 버튼 유넥 굴림티 (4컬러),https://www.musinsa.com/products/4809743,https://image.msscdn.net/thumbnails/images/goods_img/20250220/4809743/4809743_17400216009799_big.jpg?w=780,무센트,3.5천,여성,상의,긴소매 티셔츠
와플 링 스냅 헨리넥 롱 슬리브 [그레이],https://www.musinsa.com/products/4757911,https://image.msscdn.net/thumbnails/images/goods_img/20250204/4757911/4757911_17388174389419_big.jpg?w=780,트릴리온,2.3천,공용,상의,긴소매 티셔츠
INTERNATIONAL RAGLAN LS TEE BLACK(MG2DFMT561A),https://www.musinsa.com/products/3425399,https://image.msscdn.net/thumbnails/images/goods_img/20230725/3425399/3425399_16917398249968_big.jpg?w=780,마하그리드,1.9만,공용,상의,긴소매 티셔츠
스몰아치 스트라이프 롱슬리브_화이트,https://www.musinsa.com/products/4306666,https://image.msscdn.net/thumbnails/images/goods_img/20240807/4306666/4306666_17235419487479_big.jpg?w=780,예일,828,공용,상의,긴소매 티셔츠
빈티지 워시드 스트라이프 롱슬리브_네이비,https://www.musinsa.com/products/4707038,https://image.msscdn.net/thumbnails/images/goods_img/20250109/4707038/4707038_17376194480915_big.jpg?w=780,이코르,1.0천,남성,상의,긴소매 티셔츠
SELLER LOGO LS TEE WHITE(CV2ESUT550A),https://www.musinsa.com/products/2118822,https://image.msscdn.net/thumbnails/images/goods_img/20210909/2118822/2118822_17084794061760_big.jpg?w=780,카비시,2.7만,공용,상의,긴소매 티셔츠
VLAD 피그먼트 슬래쉬 피케 카라 반팔 티셔츠_피그먼트 차콜,https://www.musinsa.com/products/5038622,https://image.msscdn.net/thumbnails/images/goods_img/20250417/5038622/5038622_17449532066503_big.jpg?w=780,디미트리블랙,245,공용,상의,피케/카라 티셔츠
HS STRIPE KNIT COLLAR SHIRT_NAVY,https://www.musinsa.com/products/3998728,https://image.msscdn.net/thumbnails/images/goods_img/20240327/3998728/3998728_17434041025769_big.jpg?w=780,아웃스탠딩,1.1천,남성,상의,피케/카라 티셔츠
린넨 라이크 오버핏 워셔블 카라넥 반팔 니트_5COLOR,https://www.musinsa.com/products/4963859,https://image.msscdn.net/thumbnails/images/goods_img/20250331/4963859/4963859_17443318575014_big.jpg?w=780,리메인세컨드,832,공용,상의,피케/카라 티셔츠
멀티 스트라이프 카라 반팔 티셔츠 [네이비],https://www.musinsa.com/products/5018384,https://image.msscdn.net/thumbnails/images/goods_img/20250411/5018384/5018384_17454882780656_big.jpg?w=780,후브스,1.5천,남성,상의,피케/카라 티셔츠
오버핏 워셔블 카라넥 케이블 반팔 니트_5COLOR,https://www.musinsa.com/products/4964012,https://image.msscdn.net/thumbnails/images/goods_img/20250331/4964012/4964012_17434863966488_big.jpg?w=780,리메인세컨드,351,공용,상의,피케/카라 티셔츠
하트 와펜 카라 반팔 니트 블랙,https://www.musinsa.com/products/4966574,https://image.msscdn.net/thumbnails/images/goods_img/20250331/4966574/4966574_17443571082462_big.jpg?w=780,와키윌리,275,공용,상의,피케/카라 티셔츠
피케 카라 티셔츠 에크루,https://www.musinsa.com/products/4836099,https://image.msscdn.net/thumbnails/images/goods_img/20250226/4836099/4836099_17405498436956_big.jpg?w=780,리,214,공용,상의,피케/카라 티셔츠
